placa,marca,modelo,anio,color,clase,fecha_matricula,anio_matricula,servicio,fecha_caducidad,polarizado
MBC4437,CHEVROLET,SAIL FULL AC 1.4 4P 4X2 TM,2015,BLANCO,AUTOMOVIL,29-08-2023,2023,USO PARTICULAR,31-08-2028,No existe registro de polarizado
MBC4438,HYUNDAI,ACCENT 1.4 4P 4X2 TM,2015,AMARILLO,AUTOMOVIL,18-09-2023,2023,USO PUBLICO,30-09-2028,No existe registro de polarizado
MBC4439,CHEVROLET,D-MAX CRDI FULL AC 3.0 CD 4X4 TM DIESEL,2015,BLANCO,CAMIONETA,16-05-2024,2024,TRANSP. PUBLICO,31-10-2029,No existe registro de polarizado
MBC4440,NISSAN,VERSA AC 1.6 4P 4X2 TM,2015,BLANCO,AUTOMOVIL,03-04-2024,2024,PARTICULAR,02-04-2029,No existe registro de polarizado
MBC4441,KIA,CARNIVAL 11PAS AC 2.9 5P 4X2 TM DIESEL,2015,PLATEADO,CAMIONETA,02-06-2022,2022,PARTICULAR,28-02-2027,No existe registro de polarizado
MBC4442,NISSAN,TIIDA AC 1.6 4P 4X2 TM,2015,PLATEADO,AUTOMOVIL,18-01-2022,2022,USO PARTICULAR,31-03-2027,No existe registro de polarizado
MCL0953,TOYOTA,HILUX 4X2 CS,1995,BLANCO,CAMIONETA,17-04-2024,2024,USO PARTICULAR,30-04-2029,No existe registro de polarizado
MCL0954,NISSAN,JUNIOR,1981,BLANCO,CAMIONETA,28-10-2016,2016,USO PARTICULAR,28-10-2016,No existe registro de polarizado
MCL0956,CHEVROLET,FORSA 1.0L T/M,1997,PLATEADO,AUTOMOVIL,13-12-2022,2022,PARTICULAR,12-12-2027,No existe registro de polarizado
MCL0957,FIAT,124,1974,VINO,AUTOMOVIL,16-12-2011,2011,USO PARTICULAR,31-12-2014,No existe registro de polarizado
MCL0958,VOLVO,244 DL,1976,CREMA,AUTOMOVIL,22-01-2013,2013,USO PARTICULAR,21-01-2018,No existe registro de polarizado
MCL0959,HYUNDAI,HDC 45TON,1996,BLANCO,CAMION,09-05-2023,2023,USO PUBLICO,31-10-2028,No existe registro de polarizado
MCL0960,MAZDA,B2600I CABINA SIMPLE,1997,AZUL,CAMIONETA,25-11-2020,2020,PARTICULAR,30-11-2025,No existe registro de polarizado
MCL0962,TOYOTA,STOUT,1977,AZUL,CAMIONETA,23-03-2023,2023,PARTICULAR,31-03-2028,No existe registro de polarizado
MCL0963,MAZDA,B2600I CABINA SIMPLE,1997,CREMA,CAMIONETA,26-03-2024,2024,USO PARTICULAR,30-04-2029,No existe registro de polarizado
MBF4025,ZXAUTO,TERRALORD HEAVY DUTY AC 2.5 CD 4X2 TM DIESEL,2021,NEGRO,CAMIONETA,20-04-2021,2021,USO PARTICULAR,19-04-2026,No existe registro de polarizado
MBF4026,ZXAUTO,TERRALORD AC 2.5 CD 4X4 TM DIESEL,2021,ROJO,CAMIONETA,20-04-2021,2021,PARTICULAR,19-04-2026,No existe registro de polarizado
MBF4027,HINO,XZU640L-HKMLJ3 AC 4.0 2P 4X2 TM DIESEL CN,2021,BLANCO,CAMION,22-04-2021,2021,PARTICULAR,21-04-2026,No existe registro de polarizado
MBF4028,ZXAUTO,TERRALORD HEAVY DUTY AC 2.4 CD 4X2 TM,2021,BLANCO,CAMIONETA,23-04-2021,2021,PARTICULAR,22-04-2026,No existe registro de polarizado
MBF4029,CITROEN,C3 FEEL AC 1.6 5P 4X2 TM DIESEL,2022,BLANCO,AUTOMOVIL,27-04-2021,2021,PARTICULAR,26-04-2026,No existe registro de polarizado
MBF4030,CITROEN,C3 FEEL AC 1.6 5P 4X2 TM DIESEL,2022,ROJO,AUTOMOVIL,27-04-2021,2021,PARTICULAR,26-04-2026,No existe registro de polarizado
MBF4031,CITROEN,C3 FEEL AC 1.6 5P 4X2 TM DIESEL,2021,VERDE,AUTOMOVIL,27-04-2021,2021,USO PARTICULAR,26-04-2026,No existe registro de polarizado
MBF4032,ZXAUTO,TERRALORD HEAVY DUTY AC 2.4 CD 4X2 TM,2021,BLANCO,CAMIONETA,28-04-2021,2021,USO PARTICULAR,27-04-2026,No existe registro de polarizado
MBF4033,ZXAUTO,TERRALORD HEAVY DUTY AC 2.4 CD 4X2 TM,2022,NEGRO,CAMIONETA,28-04-2021,2021,PARTICULAR,27-04-2026,No existe registro de polarizado
MBF4034,ZXAUTO,TERRALORD HEAVY DUTY AC 2.4 CD 4X2 TM,2022,BLANCO,CAMIONETA,28-04-2021,2021,PARTICULAR,27-04-2026,No existe registro de polarizado
MBF4035,CITROEN,C3 FEEL AC 1.6 5P 4X2 TM DIESEL,2022,BLANCO,AUTOMOVIL,04-05-2021,2021,PARTICULAR,03-05-2026,No existe registro de polarizado
MBG5949,KIA,SONET LX AC 1.5 5P 4X2 TM,2024,CREMA,JEEP,11-04-2024,2024,PARTICULAR,10-04-2029,No existe registro de polarizado
MBG5950,KIA,SOLUTO LX AC 1.4 4P 4X2 TM,2025,BLANCO,AUTOMOVIL,12-04-2024,2024,PARTICULAR,11-04-2029,No existe registro de polarizado
MBG5951,SINOTRUK,HOWO ZZ1057D3414C145 AC 2.7 2P 4X2 TM DIESEL,2024,BLANCO,CAMION,11-04-2024,2024,PARTICULAR,10-04-2029,No existe registro de polarizado
MBG5952,RENAULT,STEPWAY INTENS FASE II AC 1.6 5P 4X2 TM,2024,ROJO,AUTOMOVIL,12-04-2024,2024,PARTICULAR,11-04-2029,No existe registro de polarizado
MBG5953,JMC,N697 2.5T AC 2.8 2P 4X2 TM DIESEL CN,2024,BLANCO,CAMION,12-04-2024,2024,PARTICULAR,11-04-2029,No existe registro de polarizado
PBP2821,TOYOTA,CRESSIDA,1984,CAFE,AUTOMOVIL,02-06-2022,2022,USO PARTICULAR,28-02-2027,No existe registro de polarizado
PBP2822,FORD,EXPLORER XLT 4X4 T/A,2000,PLOMO,VEHICULO UTILITARIO,12-06-2025,2025,USO PARTICULAR,11-06-2030,No existe registro de polarizado
PBP2823,KIA,SORENTO,2011,VINO,VEHICULO UTILITARIO,17-04-2025,2025,USO PARTICULAR,30-04-2030,No existe registro de polarizado
PBP2824,CHEVROLET,VITARA 3P DLX T/M A/A,1998,AZUL,VEHICULO UTILITARIO,29-10-2024,2024,PARTICULAR,28-10-2029,No existe registro de polarizado
PBP2825,TOYOTA,RAV4,2006,PLATEADO,VEHICULO UTILITARIO,11-08-2022,2022,USO PARTICULAR,30-06-2027,No existe registro de polarizado
MMA0076,MAZDA,BT-50 CD 4X4 STD CRD 2.5 FL,2011,AZUL,CAMIONETA,23-10-2020,2020,USO EN GADS Y MANCOMUNIDADES,23-10-2025,No existe registro de polarizado
MBC8528,MAZDA,NEW BT-50 FULL AC 3.2 CD 4X4 TA DIESEL,2017,ROJO,CAMIONETA,08-07-2024,2024,USO PARTICULAR,07-07-2029,No existe registro de polarizado
MBC8529,GREAT WALL,WINGLE FULL AC 2.8 CD 4X2 TM DIESEL,2017,BLANCO,CAMIONETA,18-10-2019,2019,USO PARTICULAR,16-10-2024,No existe registro de polarizado
MBC8530,GREAT WALL,M4 CONFORT AC 1.5 5P 4X2 TM,2017,PLATEADO,JEEP,23-11-2021,2021,USO PARTICULAR,30-11-2026,No existe registro de polarizado
MBC8531,CHEVROLET,D-MAX CRDI 3.0 CD 4X2 TM DIESEL,2017,BLANCO,VEHICULO ESPECIAL,06-09-2016,2016,USO PARTICULAR,13-11-2017,No existe registro de polarizado
MBC8532,CHEVROLET,AVEO EMOTION GLS AC 1.6 4P 4X2 TM,2017,NEGRO,AUTOMOVIL,27-03-2023,2023,USO PARTICULAR,31-03-2028,No existe registro de polarizado
MBC8533,CHEVROLET,SAIL AC 1.4 4P 4X2 TM,2016,PLOMO,AUTOMOVIL,05-12-2024,2024,USO PARTICULAR,04-12-2029,No existe registro de polarizado
MBC8534,CHEVROLET,SAIL AC 1.4 4P 4X2 TM,2016,ROJO,AUTOMOVIL,28-05-2021,2021,USO PARTICULAR,31-05-2026,No existe registro de polarizado
MBC8535,KIA,RIO R LX 1.4 4P 4X2 TM,2017,ROJO,AUTOMOVIL,12-03-2020,2020,USO PARTICULAR,11-03-2025,No existe registro de polarizado
MBC8536,CHEVROLET,D-MAX CRDI 3.0 CD 4X2 TM DIESEL,2017,PLATEADO,CAMIONETA,06-09-2016,2016,USO PARTICULAR,23-05-2017,No existe registro de polarizado
MBC8537,CHEVROLET,SAIL AC 1.4 4P 4X2 TM,2016,PLOMO,AUTOMOVIL,23-08-2021,2021,USO PARTICULAR,31-08-2026,No existe registro de polarizado
MBC8538,MAZDA,BT-50 TSX OUTDOORS CRD AC 2.5 CD 4X4 TM DIESEL,2016,PLATEADO,CAMIONETA,13-08-2021,2021,USO PARTICULAR,30-09-2026,No existe registro de polarizado
MAA4550,JAC,HFC6591KH AC 2.8 2P 4X2 TM DIESEL,2015,AMARILLO,CAMIONETA,20-11-2024,2024,USO PUBLICO,30-11-2029,No existe registro de polarizado
MAA4551,FOTON,VIEW C BJ6536 AC 2.8 4P 4X2 TM DIESEL,2015,AMARILLO,CAMIONETA,11-02-2021,2021,USO PUBLICO,28-02-2026,No existe registro de polarizado
MAA4552,CHEVROLET,AVEO EMOTION GLS AC 1.6 4P 4X2 TM,2016,AMARILLO,AUTOMOVIL,11-02-2022,2022,USO PUBLICO,31-03-2027,No existe registro de polarizado
MAA4553,CHEVROLET,NQR 75L 5.2 2P 4X2 TM DIESEL CN,2015,BLANCO,CAMION,29-08-2022,2022,USO PUBLICO,30-04-2027,No existe registro de polarizado
MAA4554,KIA,RIO R LX TAXI PE AC 1.4 4P 4X2 TM,2015,AMARILLO,AUTOMOVIL,16-05-2024,2024,USO PUBLICO,31-05-2029,No existe registro de polarizado
MAA4555,HINO,AK8JRSA AC 7.7 1P 4X2 TM DIESEL,2016,BLANCO,AUTOBUS,22-02-2021,2021,USO PUBLICO,30-06-2026,No existe registro de polarizado
MAA4556,INTERNATIONAL,4700FE 250HP AC 7.6 1P 4X2 TM DIESEL,2016,BLANCO,AUTOBUS,02-06-2021,2021,TRANSP. PUBLICO,31-07-2026,No existe registro de polarizado
MAA4557,VOLKSWAGEN,10150 OD 4.3 2P 4X2 TM DIESEL,2014,BLANCO,AUTOBUS,23-09-2021,2021,USO PUBLICO,31-08-2026,No existe registro de polarizado
MAA4558,HINO,AK8JRSA-RETARD AC 7.7 1P 4X2 TM DIESEL,2017,BLANCO,AUTOBUS,19-08-2021,2021,USO PUBLICO,30-09-2026,No existe registro de polarizado
MAA4559,KIA,RIO R LX AC 1.4 4P 4X2 TM,2017,AMARILLO,AUTOMOVIL,21-02-2022,2022,USO PUBLICO,20-02-2027,No existe registro de polarizado
MAA4560,HINO,AK8JRSA AC 7.7 2P 4X2 TM DIESEL,2017,CREMA,AUTOBUS,25-11-2021,2021,USO PUBLICO,30-11-2026,No existe registro de polarizado
MCD0239,SUZUKI,FORSA 1.0,1991,NEGRO,AUTOMOVIL,07-12-2023,2023,PARTICULAR,05-12-2028,No existe registro de polarizado
MCD0240,CHEVROLET,VITARA,1991,CELESTE,VEHICULO UTILITARIO,15-02-2024,2024,PARTICULAR,13-02-2029,No existe registro de polarizado
GSZ3646,CHEVROLET,SPARK GT AC 1.2 5P 4X2 TM,2019,VINO,AUTOMOVIL,23-05-2018,2018,USO PARTICULAR,22-05-2023,No existe registro de polarizado
YBA0305,CHEVROLET,OPTRA 1.8L T/M LIMITED,2008,AZUL,AUTOMOVIL,27-12-2019,2019,PARTICULAR,30-06-2024,No existe registro de polarizado
GTC4557,CHEVROLET,BEAT PREMIER AC 1.2 4P 4X2 TM,2019,BLANCO,AUTOMOVIL,21-02-2024,2024,PARTICULAR,19-02-2029,No existe registro de polarizado
GCA6737,CHEVROLET,AVEO FAMILY STD 1.5 4P 4X2 TM,2019,PLATEADO,AUTOMOVIL,05-04-2024,2024,USO PARTICULAR,31-08-2029,No existe registro de polarizado
IAA1943,VOLVO,FM64T AC 12.8 2P 6X4 TM DIESEL,2015,BLANCO,UNIDAD DE CARGA Y REMOLQUE,17-05-2024,2024,TRANSP. PUBLICO,30-04-2029,No existe registro de polarizado
IAA1944,CHEVROLET,FTR 34P 7.8 2P 4X2 TM DIESEL,2015,BLANCO,VEHICULO ESPECIAL,31-05-2024,2024,USO PUBLICO,30-05-2029,No existe registro de polarizado
IAA1945,HINO,AK8JRSA 7.7 4X2 TM DIESEL,2014,BLANCO,AUTOBUS,20-05-2024,2024,USO PUBLICO,19-05-2029,No existe registro de polarizado
IAA1946,HINO,AK8JRSA 7.7 4X2 TM DIESEL,2015,BLANCO,AUTOBUS,20-02-2024,2024,USO PUBLICO,31-07-2029,No existe registro de polarizado
IAA1947,JAC,HFC4255K3R1 AC 11.6 2P 6X4 TM DIESEL,2016,VERDE,UNIDAD DE CARGA Y REMOLQUE,08-05-2023,2023,USO PUBLICO,06-05-2028,No existe registro de polarizado
IAA1948,CHEVROLET,AVEO FAMILY STD 1.5 4P 4X2 TM,2015,AMARILLO,AUTOMOVIL,05-10-2023,2023,USO PUBLICO,03-10-2028,No existe registro de polarizado
IAA1949,HINO,SS1EKSA AC 12.9 2P 6X4 TM DIESEL,2015,BLANCO,UNIDAD DE CARGA Y REMOLQUE,26-12-2024,2024,USO PUBLICO,31-10-2029,No existe registro de polarizado
IAA1951,JAC,HFC1035KD 2.8 2P 4X2 TM DIESEL,2015,BLANCO,CAMION,19-01-2024,2024,USO PUBLICO,28-02-2029,No existe registro de polarizado
IAA1952,CHEVROLET,SAIL STD 1.4 4P 4X2 TM,2015,AMARILLO,AUTOMOVIL,24-04-2023,2023,USO PUBLICO,22-04-2028,No existe registro de polarizado
IAA1953,HYUNDAI,ACCENT 1.6 4P 4X2 TM,2015,AMARILLO,AUTOMOVIL,12-04-2024,2024,USO PUBLICO,30-04-2029,No existe registro de polarizado
PBD9346,HYUNDAI,TUCSON 5P 4X2 2.0 TM,2009,PLATEADO,VEHICULO UTILITARIO,14-07-2023,2023,USO PARTICULAR,12-07-2028,No existe registro de polarizado
PBD9347,TOYOTA,4D COROLLA 1.6 TM,2009,PLATEADO,AUTOMOVIL,22-04-2025,2025,USO PARTICULAR,21-04-2030,No existe registro de polarizado
PBD9348,CHEVROLET,AVEO ACTIVO 1.6L 4P STD,2009,AZUL,AUTOMOVIL,28-01-2025,2025,PARTICULAR,27-01-2030,No existe registro de polarizado
PBD9349,CHEVROLET,LUV D- MAX V6 4X2 CD TA,2008,PLOMO,CAMIONETA,06-06-2022,2022,USO PARTICULAR,05-06-2027,No existe registro de polarizado
PBD9350,MITSUBISHI,CANTER CHASIS 3.5 TON,2009,BLANCO,CAMION,14-04-2025,2025,PARTICULAR,13-04-2030,No existe registro de polarizado
PBD9351,RENAULT,LOGAN 1.6 M/T,2009,PLOMO,AUTOMOVIL,04-02-2017,2017,USO PARTICULAR,03-02-2022,No existe registro de polarizado
PBD9352,TOYOTA,QQ YARIS SEDAN TM,2009,PLOMO,AUTOMOVIL,16-03-2022,2022,PARTICULAR,31-03-2027,No existe registro de polarizado
PBD9353,CHEVROLET,AVEO EMOTION 1.6L STD,2009,ROJO,AUTOMOVIL,07-03-2024,2024,USO PARTICULAR,07-03-2029,No existe registro de polarizado
PBD9354,MITSUBISHI,L200 2.5 TD 4WD DC,2009,NEGRO,CAMIONETA,24-01-2025,2025,PARTICULAR,23-01-2030,No existe registro de polarizado
PBD9355,HYUNDAI,GETZ 5DR 1.6,2009,AZUL,AUTOMOVIL,10-04-2023,2023,USO PARTICULAR,08-04-2028,No existe registro de polarizado
PBD9356,CHEVROLET,GRAND VITARA 2.0L 5P DLX TM 4X2,2009,NEGRO,VEHICULO UTILITARIO,04-11-2021,2021,USO PARTICULAR,03-11-2026,No existe registro de polarizado
PBO5593,MAZDA,MAZDA5 2.0 AT FL,2011,PLATEADO,AUTOMOVIL,20-04-2019,2019,USO PARTICULAR,18-04-2024,No existe registro de polarizado
PBO5594,HINO,GD8JLSA,2011,BLANCO,CAMION,10-04-2025,2025,USO PARTICULAR,09-04-2030,No existe registro de polarizado
PBO5595,HINO,XZU423L-HKMRD3,2011,BLANCO,CAMION,30-07-2024,2024,USO PUBLICO,30-06-2029,No existe registro de polarizado
PBO5596,CHEVROLET,GRAND VITARA 2.0L 5P DLX TM 4X2,2011,NEGRO,VEHICULO UTILITARIO,20-11-2020,2020,USO PARTICULAR,19-11-2025,No existe registro de polarizado
PBO5597,MAZDA,CX 9 4WD GT FL,2010,NEGRO,VEHICULO UTILITARIO,08-02-2022,2022,PARTICULAR,07-02-2027,No existe registro de polarizado
PBO5598,CHEVROLET,AVEO ACTIVO 1.6L 4P STD,2011,VERDE,AUTOMOVIL,16-05-2025,2025,USO PARTICULAR,15-05-2030,No existe registro de polarizado
PBO5599,CHEVROLET,AVEO ACTIVO 1.6L 4P AC,2011,DORADO,AUTOMOVIL,29-05-2023,2023,PARTICULAR,27-05-2028,No existe registro de polarizado
PBO5600,CHEVROLET,AVEO ACTIVO 1.6L 4P STD,2011,AMARILLO,AUTOMOVIL,23-07-2021,2021,USO PUBLICO,22-07-2026,No existe registro de polarizado
PBO5601,CHEVROLET,AVEO ACTIVO 1.6L 4P AC,2011,AMARILLO,AUTOMOVIL,08-12-2022,2022,USO PUBLICO,28-02-2027,No existe registro de polarizado
BBW0835,TOYOTA,ETT HILUX 4X2 CD,2011,NEGRO,CAMIONETA,14-06-2024,2024,USO PARTICULAR,30-06-2029,No existe registro de polarizado
BBW0836,TOYOTA,AWT FORTUNER TM,2011,BLANCO,VEHICULO UTILITARIO,28-07-2020,2020,USO PARTICULAR,31-07-2025,No existe registro de polarizado
BBW0837,TOYOTA,ETT HILUX 4X2 CD,2011,NEGRO,CAMIONETA,31-08-2020,2020,USO PARTICULAR,31-08-2025,No existe registro de polarizado
BBW0838,MAZDA,BT-50 CD 4X2 RAUDA GAS 2.2,2011,BLANCO,CAMIONETA,03-02-2020,2020,PARTICULAR,01-02-2025,No existe registro de polarizado
BBW0839,CHEVROLET,LUV D-MAX 3.5L V6 CD TM 4X4,2009,PLATEADO,VEHICULO ESPECIAL,12-07-2022,2022,USO PARTICULAR,11-07-2027,No existe registro de polarizado
BBW0840,HYUNDAI,SANTA FE 5P 4X2 2.4 TM STD,2011,BLANCO,VEHICULO UTILITARIO,14-10-2024,2024,PARTICULAR,13-10-2029,No existe registro de polarizado
BBW0841,CHEVROLET,AVEO FAMILY 1.5L TM STD,2011,PLATEADO,AUTOMOVIL,25-11-2021,2021,USO PARTICULAR,24-11-2026,No existe registro de polarizado
BBW0842,CHEVROLET,AVEO ACTIVO 1.6L 4P STD,2011,NEGRO,AUTOMOVIL,13-03-2024,2024,USO PARTICULAR,31-03-2029,No existe registro de polarizado
BBW0843,CHEVROLET,NPR71L 4.6 2P 4X2 TM DIESEL,2010,BLANCO,CAMION,27-04-2022,2022,USO PUBLICO,30-04-2027,No existe registro de polarizado
BBW0844,HYUNDAI,I10 5DR 1.1 AC,2011,ROJO,AUTOMOVIL,03-03-2023,2023,USO PARTICULAR,01-03-2028,No existe registro de polarizado
BBW0845,HYUNDAI,H1 2.5 DSL TM 12 PASAJEROS,2011,BLANCO,CAMIONETA,29-06-2022,2022,USO PARTICULAR,30-06-2027,No existe registro de polarizado
GSZ3486,TOYOTA,YARIS HB AC 1.5 5P 4X2 TM,2019,PLOMO,AUTOMOVIL,20-07-2023,2023,USO PARTICULAR,31-07-2028,No existe registro de polarizado
GSZ3487,PEUGEOT,5008N ACT 16E120 BA AC 1.6 5P 4X2 TA,2018,PLOMO,VEHICULO UTILITARIO,05-09-2023,2023,PARTICULAR,31-08-2028,No existe registro de polarizado
GSZ3488,PEUGEOT,3008N ACT 16E BA6 AC 1.6 5P 4X2 TA,2019,ANARANJADO,VEHICULO UTILITARIO,12-10-2023,2023,USO PARTICULAR,30-09-2028,No existe registro de polarizado
GSZ3489,TOYOTA,NEW INNOVA AC 2.7 5P 4X2 TA,2019,PLOMO,AUTOMOVIL,20-10-2023,2023,USO PARTICULAR,31-10-2028,No existe registro de polarizado
GSZ3490,TOYOTA,YARIS HB AC 1.5 5P 4X2 TM,2019,PLATEADO,AUTOMOVIL,08-12-2023,2023,USO PARTICULAR,30-11-2028,No existe registro de polarizado
GSZ3491,PEUGEOT,3008N ACT 16E BA6 AC 1.6 5P 4X2 TA,2019,PLOMO,VEHICULO UTILITARIO,17-06-2022,2022,USO PARTICULAR,16-06-2027,No existe registro de polarizado
GSZ3492,TOYOTA,NEW HILUX SR 2.7 CD 4X4 TM,2019,PLATEADO,CAMIONETA,31-03-2023,2023,USO PARTICULAR,31-03-2028,No existe registro de polarizado
GSZ3493,TOYOTA,YARIS HB AC 1.5 5P 4X2 TM,2019,PLOMO,AUTOMOVIL,19-10-2023,2023,USO PARTICULAR,17-10-2028,No existe registro de polarizado
GSZ3494,TOYOTA,RAV4 AC 2.0 5P 4X2 TM,2019,BLANCO,VEHICULO UTILITARIO,26-01-2023,2023,USO PARTICULAR,31-05-2028,No existe registro de polarizado
GSZ3495,TOYOTA,YARIS HB AC 1.5 5P 4X2 TM,2018,PLOMO,AUTOMOVIL,24-03-2023,2023,USO PARTICULAR,22-03-2028,No existe registro de polarizado
GTC6734,KIA,SPORTAGE SL AC 2.0 5P 4X2 TM,2019,PLOMO,VEHICULO UTILITARIO,31-05-2024,2024,USO PARTICULAR,31-05-2029,No existe registro de polarizado
GTC6735,KIA,NIRO AC 1.6 5P 4X2 TA HYBRID,2019,BLANCO,AUTOMOVIL,25-03-2024,2024,USO PARTICULAR,24-03-2029,No existe registro de polarizado
GTC6736,KIA,RIO LX AC 1.4 4P 4X2 TM,2020,PLOMO,AUTOMOVIL,20-07-2024,2024,USO PARTICULAR,31-07-2029,No existe registro de polarizado
GTC6737,KIA,SPORTAGE SL AC 2.0 5P 4X2 TM,2019,PLATEADO,VEHICULO UTILITARIO,26-08-2024,2024,USO PARTICULAR,31-08-2029,No existe registro de polarizado
GTC6738,KIA,RIO EX AC 1.4 4P 4X2 TM,2020,PLATEADO,AUTOMOVIL,26-10-2023,2023,PARTICULAR,24-10-2028,No existe registro de polarizado
GTC6739,KIA,SPORTAGE SL AC 2.0 5P 4X2 TM,2019,PLOMO,VEHICULO UTILITARIO,16-01-2024,2024,USO PARTICULAR,31-10-2029,No existe registro de polarizado
GTC6740,KIA,NIRO AC 1.6 5P 4X2 TA HYBRID,2019,BLANCO,AUTOMOVIL,11-03-2025,2025,USO PARTICULAR,10-03-2030,No existe registro de polarizado
GTC6741,KIA,PICANTO LX AC 1.0 4P 4X2 TM,2020,ROJO,AUTOMOVIL,29-02-2024,2024,USO PARTICULAR,28-02-2029,No existe registro de polarizado
GTC6742,KIA,RIO LX AC 1.4 4P 4X2 TM,2020,ROJO,AUTOMOVIL,13-03-2024,2024,USO PARTICULAR,31-03-2029,No existe registro de polarizado
GTC6743,KIA,PICANTO LX AC 1.2 4P 4X2 TM,2019,PLOMO,AUTOMOVIL,17-02-2021,2021,USO PARTICULAR,16-02-2026,No existe registro de polarizado
GTC6744,KIA,SPORTAGE R GTI LX AC 2.0 5P 4X2 TA,2020,ROJO,VEHICULO UTILITARIO,30-04-2024,2024,USO PARTICULAR,31-05-2029,No existe registro de polarizado
GTC6745,KIA,RIO LX AC 1.4 4P 4X2 TM,2019,PLATEADO,AUTOMOVIL,26-06-2024,2024,USO PARTICULAR,30-06-2029,No existe registro de polarizado
GTC6746,KIA,SPORTAGE R GTI LX AC 2.0 5P 4X2 TA,2020,ROJO,VEHICULO UTILITARIO,17-07-2024,2024,USO PARTICULAR,31-07-2029,No existe registro de polarizado
GTC6747,KIA,SPORTAGE SL AC 2.0 5P 4X2 TM,2019,PLOMO,VEHICULO UTILITARIO,26-04-2024,2024,USO PARTICULAR,31-08-2029,No existe registro de polarizado
GTC6748,KIA,PICANTO LX AC 1.2 4P 4X2 TM,2019,PLOMO,AUTOMOVIL,31-07-2024,2024,USO PARTICULAR,30-09-2029,No existe registro de polarizado
GTC6749,KIA,NIRO AC 1.6 5P 4X2 TA HYBRID,2019,NEGRO,AUTOMOVIL,10-02-2023,2023,USO PARTICULAR,09-02-2028,No existe registro de polarizado
GTC6750,PEUGEOT,RIFTER ALL 16H B5 AC 1.6 5P 4X2 TM DIESEL,2020,AZUL,CAMIONETA,28-01-2022,2022,USO PARTICULAR,27-01-2027,No existe registro de polarizado
GTC6751,CHANGAN,CS35 LUXURY AC 1.6 5P 4X2 TA,2019,NEGRO,VEHICULO UTILITARIO,21-02-2024,2024,USO PARTICULAR,28-02-2029,No existe registro de polarizado
GTC6752,PEUGEOT,3008N ACT 20H BA6 AC 2.0 5P 4X2 TA DIESEL,2020,PLOMO,VEHICULO UTILITARIO,25-04-2024,2024,USO PARTICULAR,31-03-2029,No existe registro de polarizado
GTC6753,PEUGEOT,2008 ACTPK 12E BA6S AC 1.2 5P 4X2 TA,2020,AZUL,VEHICULO UTILITARIO,22-03-2022,2022,USO PARTICULAR,21-03-2027,No existe registro de polarizado
YBA4935,CHEVROLET,D-MAX CRDI HI RIDE AC 2.5 CD 4X2 TM DIESEL,2023,BLANCO,CAMIONETA,20-04-2022,2022,PARTICULAR,19-04-2027,No existe registro de polarizado
YBA4936,GREAT WALL,HAVAL H6 B01 SUPREME AC 2.0 5P 4X2 TA,2023,ROJO,JEEP,21-04-2022,2022,PARTICULAR,20-04-2027,No existe registro de polarizado
YBA4937,NISSAN,ROGUE S AC 2.5 5P 4X2 TA,2018,PLATEADO,JEEP,21-04-2022,2022,PARTICULAR,20-04-2027,No existe registro de polarizado
YBA4938,CHEVROLET,BEAT PREMIER AC 1.2 4P 4X2 TM,2022,AZUL,AUTOMOVIL,21-04-2022,2022,PARTICULAR,20-04-2027,No existe registro de polarizado
YBA4939,HINO,XZU720L-HKFRL3 AC 4.0 2P 4X2 TM DIESEL,2022,BLANCO,CAMION,22-04-2022,2022,PARTICULAR,21-04-2027,No existe registro de polarizado
YBA4940,CHEVROLET,D-MAX CRDI HI RIDE AC 2.5 CD 4X2 TM DIESEL,2023,NEGRO,CAMIONETA,22-04-2022,2022,PARTICULAR,21-04-2027,No existe registro de polarizado
YBA4941,CHEVROLET,ONIX LTZ TURBO AC 1.0 4P 4X2 TM,2022,BLANCO,AUTOMOVIL,25-04-2022,2022,PARTICULAR,24-04-2027,No existe registro de polarizado
YBA4942,CHEVROLET,ONIX LTZ TURBO AC 1.0 4P 4X2 TM,2022,BLANCO,AUTOMOVIL,25-04-2022,2022,PARTICULAR,24-04-2027,No existe registro de polarizado
YBA4943,GREAT WALL,POER PILOT AC 2.0 CD 4X4 TM DIESEL,2023,PLATEADO,CAMIONETA,02-11-2022,2022,PARTICULAR,01-11-2027,No existe registro de polarizado
YBA4944,GREAT WALL,WINGLE 7 AC 2.0 CD 4X4 TM DIESEL,2023,BLANCO,CAMIONETA,15-11-2022,2022,PARTICULAR,14-11-2027,No existe registro de polarizado
YBA4945,GREAT WALL,POER AC 2.0 CD 4X2 TM DIESEL,2023,BLANCO,CAMIONETA,16-11-2022,2022,PARTICULAR,15-11-2027,No existe registro de polarizado
YBA4946,SHINERAY,SWM G01 AC 1.5 5P 4X2 TM,2023,ROJO,JEEP,17-11-2022,2022,PARTICULAR,16-11-2027,No existe registro de polarizado
YBA4947,SHINERAY,X30L VAN AC 1.5 4P 4X2 TM,2023,PLOMO,CAMIONETA,17-11-2022,2022,PARTICULAR,16-11-2027,No existe registro de polarizado
YBA4948,SHINERAY,MPV750 8P AC 1.6 5P 4X2 TM,2023,BLANCO,JEEP,17-11-2022,2022,PARTICULAR,16-11-2027,No existe registro de polarizado
